"DATE","TIME PERIOD","Rate","From Currency","To Currency"
"2000-10-20","20 Oct 2000","0.8452","USD","EUR"
"2000-10-23","23 Oct 2000","0.8377","USD","EUR"
"2000-10-24","24 Oct 2000","0.8386","USD","EUR"
"2000-10-25","25 Oct 2000","0.8307","USD","EUR"
"2000-10-26","26 Oct 2000","0.8252","USD","EUR"
"2000-10-27","27 Oct 2000","0.8324","USD","EUR"
"2000-10-30","30 Oct 2000","0.8482","USD","EUR"
"2000-10-31","31 Oct 2000","0.8417","USD","EUR"
"2000-11-01","01 Nov 2000","0.8554","USD","EUR"
"2000-11-02","02 Nov 2000","0.8646","USD","EUR"
"2000-11-03","03 Nov 2000","0.8730","USD","EUR"
"2000-11-06","06 Nov 2000","0.8667","USD","EUR"
"2000-11-07","07 Nov 2000","0.8587","USD","EUR"
"2000-11-08","08 Nov 2000","0.8559","USD","EUR"
"2000-11-09","09 Nov 2000","0.8531","USD","EUR"
"2000-11-10","10 Nov 2000","0.8673","USD","EUR"
"2000-11-13","13 Nov 2000","0.8620","USD","EUR"
"2000-11-14","14 Nov 2000","0.8583","USD","EUR"
"2000-11-15","15 Nov 2000","0.8596","USD","EUR"
"2000-11-16","16 Nov 2000","0.8569","USD","EUR"
"2000-11-17","17 Nov 2000","0.8535","USD","EUR"
"2000-11-20","20 Nov 2000","0.8488","USD","EUR"
"2000-11-21","21 Nov 2000","0.8474","USD","EUR"
"2000-11-22","22 Nov 2000","0.8429","USD","EUR"
"2000-11-23","23 Nov 2000","0.8427","USD","EUR"
"2000-11-24","24 Nov 2000","0.8436","USD","EUR"
"2000-11-27","27 Nov 2000","0.8406","USD","EUR"
"2000-11-28","28 Nov 2000","0.8561","USD","EUR"
"2000-11-29","29 Nov 2000","0.8650","USD","EUR"
"2000-11-30","30 Nov 2000","0.8684","USD","EUR"
"2000-12-01","01 Dec 2000","0.8735","USD","EUR"
"2000-12-04","04 Dec 2000","0.8908","USD","EUR"
"2000-12-05","05 Dec 2000","0.8810","USD","EUR"
"2000-12-06","06 Dec 2000","0.8828","USD","EUR"
"2000-12-07","07 Dec 2000","0.8943","USD","EUR"
"2000-12-08","08 Dec 2000","0.8895","USD","EUR"
"2000-12-11","11 Dec 2000","0.8804","USD","EUR"
"2000-12-12","12 Dec 2000","0.8782","USD","EUR"
"2000-12-13","13 Dec 2000","0.8748","USD","EUR"
"2000-12-14","14 Dec 2000","0.8839","USD","EUR"
"2000-12-15","15 Dec 2000","0.8984","USD","EUR"
"2000-12-18","18 Dec 2000","0.8966","USD","EUR"
"2000-12-19","19 Dec 2000","0.8903","USD","EUR"
"2000-12-20","20 Dec 2000","0.9059","USD","EUR"
"2000-12-21","21 Dec 2000","0.9146","USD","EUR"
"2000-12-22","22 Dec 2000","0.9240","USD","EUR"
"2000-12-25","25 Dec 2000","USD","EUR"
"2000-12-26","26 Dec 2000","USD","EUR"
"2000-12-27","27 Dec 2000","0.9310","USD","EUR"
"2000-12-28","28 Dec 2000","0.9285","USD","EUR"
"2000-12-29","29 Dec 2000","0.9305","USD","EUR"
"2001-01-01","01 Jan 2001","USD","EUR"
"2001-01-02","02 Jan 2001","0.9423","USD","EUR"
"2001-01-03","03 Jan 2001","0.9530","USD","EUR"
"2001-01-04","04 Jan 2001","0.9458","USD","EUR"
"2001-01-05","05 Jan 2001","0.9545","USD","EUR"
"2001-01-08","08 Jan 2001","0.9497","USD","EUR"
"2001-01-09","09 Jan 2001","0.9401","USD","EUR"
"2001-01-10","10 Jan 2001","0.9412","USD","EUR"
"2001-01-11","11 Jan 2001","0.9523","USD","EUR"
"2001-01-12","12 Jan 2001","0.9545","USD","EUR"
"2001-01-15","15 Jan 2001","0.9428","USD","EUR"
"2001-01-16","16 Jan 2001","0.9412","USD","EUR"
"2001-01-17","17 Jan 2001","0.9396","USD","EUR"
"2001-01-18","18 Jan 2001","0.9404","USD","EUR"
"2001-01-19","19 Jan 2001","0.9400","USD","EUR"
"2001-01-22","22 Jan 2001","0.9290","USD","EUR"
"2001-01-23","23 Jan 2001","0.9407","USD","EUR"
"2001-01-24","24 Jan 2001","0.9294","USD","EUR"
"2001-01-25","25 Jan 2001","0.9146","USD","EUR"
"2001-01-26","26 Jan 2001","0.9228","USD","EUR"
"2001-01-29","29 Jan 2001","0.9193","USD","EUR"
"2001-01-30","30 Jan 2001","0.9197","USD","EUR"
"2001-01-31","31 Jan 2001","0.9293","USD","EUR"
"2001-02-01","01 Feb 2001","0.9406","USD","EUR"
"2001-02-02","02 Feb 2001","0.9407","USD","EUR"
"2001-02-05","05 Feb 2001","0.9425","USD","EUR"
"2001-02-06","06 Feb 2001","0.9322","USD","EUR"
"2001-02-07","07 Feb 2001","0.9325","USD","EUR"
"2001-02-08","08 Feb 2001","0.9220","USD","EUR"
"2001-02-09","09 Feb 2001","0.9227","USD","EUR"
"2001-02-12","12 Feb 2001","0.9288","USD","EUR"
"2001-02-13","13 Feb 2001","0.9275","USD","EUR"
"2001-02-14","14 Feb 2001","0.9178","USD","EUR"
"2001-02-15","15 Feb 2001","0.9090","USD","EUR"
"2001-02-16","16 Feb 2001","0.9113","USD","EUR"
"2001-02-19","19 Feb 2001","0.9213","USD","EUR"
"2001-02-20","20 Feb 2001","0.9070","USD","EUR"
"2001-02-21","21 Feb 2001","0.9146","USD","EUR"
"2001-02-22","22 Feb 2001","0.9056","USD","EUR"
"2001-02-23","23 Feb 2001","0.9064","USD","EUR"
"2001-02-26","26 Feb 2001","0.9105","USD","EUR"
"2001-02-27","27 Feb 2001","0.9163","USD","EUR"
"2001-02-28","28 Feb 2001","0.9248","USD","EUR"
"2001-03-01","01 Mar 2001","0.9269","USD","EUR"
"2001-03-02","02 Mar 2001","0.9363","USD","EUR"
"2001-03-05","05 Mar 2001","0.9305","USD","EUR"
"2001-03-06","06 Mar 2001","0.9279","USD","EUR"
"2001-03-07","07 Mar 2001","0.9307","USD","EUR"
"2001-03-08","08 Mar 2001","0.9312","USD","EUR"
"2001-03-09","09 Mar 2001","0.9357","USD","EUR"
"2001-03-12","12 Mar 2001","0.9272","USD","EUR"
"2001-03-13","13 Mar 2001","0.9202","USD","EUR"
"2001-03-14","14 Mar 2001","0.9182","USD","EUR"
"2001-03-15","15 Mar 2001","0.9064","USD","EUR"
"2001-03-16","16 Mar 2001","0.8947","USD","EUR"
"2001-03-19","19 Mar 2001","0.8996","USD","EUR"
"2001-03-20","20 Mar 2001","0.9020","USD","EUR"
"2001-03-21","21 Mar 2001","0.8990","USD","EUR"
"2001-03-22","22 Mar 2001","0.8889","USD","EUR"
"2001-03-23","23 Mar 2001","0.8922","USD","EUR"
"2001-03-26","26 Mar 2001","0.8935","USD","EUR"
"2001-03-27","27 Mar 2001","0.8952","USD","EUR"
"2001-03-28","28 Mar 2001","0.8860","USD","EUR"
"2001-03-29","29 Mar 2001","0.8840","USD","EUR"
"2001-03-30","30 Mar 2001","0.8832","USD","EUR"
"2001-04-02","02 Apr 2001","0.8772","USD","EUR"
"2001-04-03","03 Apr 2001","0.8845","USD","EUR"
"2001-04-04","04 Apr 2001","0.9032","USD","EUR"
"2001-04-05","05 Apr 2001","0.9020","USD","EUR"
"2001-04-06","06 Apr 2001","0.8940","USD","EUR"
"2001-04-09","09 Apr 2001","0.9018","USD","EUR"
"2001-04-10","10 Apr 2001","0.8945","USD","EUR"
"2001-04-11","11 Apr 2001","0.8840","USD","EUR"
"2001-04-12","12 Apr 2001","0.8849","USD","EUR"
"2001-04-13","13 Apr 2001","USD","EUR"
"2001-04-16","16 Apr 2001","USD","EUR"
"2001-04-17","17 Apr 2001","0.8791","USD","EUR"
"2001-04-18","18 Apr 2001","0.8778","USD","EUR"
"2001-04-19","19 Apr 2001","0.8827","USD","EUR"
"2001-04-20","20 Apr 2001","0.8989","USD","EUR"
"2001-04-23","23 Apr 2001","0.9002","USD","EUR"
"2001-04-24","24 Apr 2001","0.8973","USD","EUR"
"2001-04-25","25 Apr 2001","0.8947","USD","EUR"
"2001-04-26","26 Apr 2001","0.9013","USD","EUR"
"2001-04-27","27 Apr 2001","0.9023","USD","EUR"
"2001-04-30","30 Apr 2001","0.8876","USD","EUR"
"2001-05-01","01 May 2001","USD","EUR"
"2001-05-02","02 May 2001","0.8907","USD","EUR"
"2001-05-03","03 May 2001","0.8903","USD","EUR"
"2001-05-04","04 May 2001","0.8939","USD","EUR"
"2001-05-07","07 May 2001","0.8919","USD","EUR"
"2001-05-08","08 May 2001","0.8866","USD","EUR"
"2001-05-09","09 May 2001","0.8827","USD","EUR"
"2001-05-10","10 May 2001","0.8850","USD","EUR"
"2001-05-11","11 May 2001","0.8773","USD","EUR"
"2001-05-14","14 May 2001","0.8745","USD","EUR"
"2001-05-15","15 May 2001","0.8768","USD","EUR"
"2001-05-16","16 May 2001","0.8834","USD","EUR"
"2001-05-17","17 May 2001","0.8815","USD","EUR"
"2001-05-18","18 May 2001","0.8777","USD","EUR"
"2001-05-21","21 May 2001","0.8754","USD","EUR"
"2001-05-22","22 May 2001","0.8685","USD","EUR"
"2001-05-23","23 May 2001","0.8585","USD","EUR"
"2001-05-24","24 May 2001","0.8604","USD","EUR"
"2001-05-25","25 May 2001","0.8591","USD","EUR"
"2001-05-28","28 May 2001","0.8584","USD","EUR"
"2001-05-29","29 May 2001","0.8552","USD","EUR"
"2001-05-30","30 May 2001","0.8558","USD","EUR"
"2001-05-31","31 May 2001","0.8480","USD","EUR"
"2001-06-01","01 Jun 2001","0.8478","USD","EUR"
"2001-06-04","04 Jun 2001","0.8513","USD","EUR"
"2001-06-05","05 Jun 2001","0.8465","USD","EUR"
"2001-06-06","06 Jun 2001","0.8543","USD","EUR"
"2001-06-07","07 Jun 2001","0.8466","USD","EUR"
"2001-06-08","08 Jun 2001","0.8468","USD","EUR"
"2001-06-11","11 Jun 2001","0.8494","USD","EUR"
"2001-06-12","12 Jun 2001","0.8474","USD","EUR"
"2001-06-13","13 Jun 2001","0.8542","USD","EUR"
"2001-06-14","14 Jun 2001","0.8492","USD","EUR"
"2001-06-15","15 Jun 2001","0.8662","USD","EUR"
"2001-06-18","18 Jun 2001","0.8581","USD","EUR"
"2001-06-19","19 Jun 2001","0.8563","USD","EUR"
"2001-06-20","20 Jun 2001","0.8513","USD","EUR"
"2001-06-21","21 Jun 2001","0.8552","USD","EUR"
"2001-06-22","22 Jun 2001","0.8528","USD","EUR"
"2001-06-25","25 Jun 2001","0.8607","USD","EUR"
"2001-06-26","26 Jun 2001","0.8611","USD","EUR"
"2001-06-27","27 Jun 2001","0.8622","USD","EUR"
"2001-06-28","28 Jun 2001","0.8511","USD","EUR"
"2001-06-29","29 Jun 2001","0.8480","USD","EUR"
"2001-07-02","02 Jul 2001","0.8455","USD","EUR"
"2001-07-03","03 Jul 2001","0.8497","USD","EUR"
"2001-07-04","04 Jul 2001","0.8453","USD","EUR"
"2001-07-05","05 Jul 2001","0.8422","USD","EUR"
"2001-07-06","06 Jul 2001","0.8384","USD","EUR"
"2001-07-09","09 Jul 2001","0.8459","USD","EUR"
"2001-07-10","10 Jul 2001","0.8545","USD","EUR"
"2001-07-11","11 Jul 2001","0.8611","USD","EUR"
"2001-07-12","12 Jul 2001","0.8538","USD","EUR"
"2001-07-13","13 Jul 2001","0.8539","USD","EUR"
"2001-07-16","16 Jul 2001","0.8583","USD","EUR"
"2001-07-17","17 Jul 2001","0.8516","USD","EUR"
"2001-07-18","18 Jul 2001","0.8630","USD","EUR"
"2001-07-19","19 Jul 2001","0.8723","USD","EUR"
"2001-07-20","20 Jul 2001","0.8776","USD","EUR"
"2001-07-23","23 Jul 2001","0.8676","USD","EUR"
"2001-07-24","24 Jul 2001","0.8708","USD","EUR"
"2001-07-25","25 Jul 2001","0.8793","USD","EUR"
"2001-07-26","26 Jul 2001","0.8764","USD","EUR"
"2001-07-27","27 Jul 2001","0.8768","USD","EUR"
"2001-07-30","30 Jul 2001","0.8751","USD","EUR"
"2001-07-31","31 Jul 2001","0.8755","USD","EUR"
"2001-08-01","01 Aug 2001","0.8817","USD","EUR"
"2001-08-02","02 Aug 2001","0.8788","USD","EUR"
"2001-08-03","03 Aug 2001","0.8806","USD","EUR"
"2001-08-06","06 Aug 2001","0.8805","USD","EUR"
"2001-08-07","07 Aug 2001","0.8768","USD","EUR"
"2001-08-08","08 Aug 2001","0.8763","USD","EUR"
"2001-08-09","09 Aug 2001","0.8853","USD","EUR"
"2001-08-10","10 Aug 2001","0.8936","USD","EUR"
"2001-08-13","13 Aug 2001","0.8991","USD","EUR"
"2001-08-14","14 Aug 2001","0.8968","USD","EUR"
"2001-08-15","15 Aug 2001","0.9114","USD","EUR"
"2001-08-16","16 Aug 2001","0.9144","USD","EUR"
"2001-08-17","17 Aug 2001","0.9138","USD","EUR"
"2001-08-20","20 Aug 2001","0.9149","USD","EUR"
"2001-08-21","21 Aug 2001","0.9128","USD","EUR"
"2001-08-22","22 Aug 2001","0.9216","USD","EUR"
"2001-08-23","23 Aug 2001","0.9112","USD","EUR"
"2001-08-24","24 Aug 2001","0.9108","USD","EUR"
"2001-08-27","27 Aug 2001","0.9090","USD","EUR"
"2001-08-28","28 Aug 2001","0.9042","USD","EUR"
"2001-08-29","29 Aug 2001","0.9122","USD","EUR"
"2001-08-30","30 Aug 2001","0.9095","USD","EUR"
"2001-08-31","31 Aug 2001","0.9158","USD","EUR"
"2001-09-03","03 Sep 2001","0.9072","USD","EUR"
"2001-09-04","04 Sep 2001","0.8970","USD","EUR"
"2001-09-05","05 Sep 2001","0.8891","USD","EUR"
"2001-09-06","06 Sep 2001","0.8855","USD","EUR"
"2001-09-07","07 Sep 2001","0.8952","USD","EUR"
"2001-09-10","10 Sep 2001","0.9047","USD","EUR"
"2001-09-11","11 Sep 2001","0.8964","USD","EUR"
"2001-09-12","12 Sep 2001","0.9052","USD","EUR"
"2001-09-13","13 Sep 2001","0.9060","USD","EUR"
"2001-09-14","14 Sep 2001","0.9219","USD","EUR"
"2001-09-17","17 Sep 2001","0.9269","USD","EUR"
"2001-09-18","18 Sep 2001","0.9256","USD","EUR"
"2001-09-19","19 Sep 2001","0.9258","USD","EUR"
"2001-09-20","20 Sep 2001","0.9259","USD","EUR"
"2001-09-21","21 Sep 2001","0.9200","USD","EUR"
"2001-09-24","24 Sep 2001","0.9164","USD","EUR"
"2001-09-25","25 Sep 2001","0.9176","USD","EUR"
"2001-09-26","26 Sep 2001","0.9219","USD","EUR"
"2001-09-27","27 Sep 2001","0.9205","USD","EUR"
"2001-09-28","28 Sep 2001","0.9131","USD","EUR"
"2001-10-01","01 Oct 2001","0.9125","USD","EUR"
"2001-10-02","02 Oct 2001","0.9189","USD","EUR"
"2001-10-03","03 Oct 2001","0.9209","USD","EUR"
"2001-10-04","04 Oct 2001","0.9117","USD","EUR"
"2001-10-05","05 Oct 2001","0.9174","USD","EUR"
"2001-10-08","08 Oct 2001","0.9214","USD","EUR"
"2001-10-09","09 Oct 2001","0.9193","USD","EUR"
"2001-10-10","10 Oct 2001","0.9136","USD","EUR"
"2001-10-11","11 Oct 2001","0.9062","USD","EUR"
"2001-10-12","12 Oct 2001","0.9040","USD","EUR"
"2001-10-15","15 Oct 2001","0.9097","USD","EUR"
"2001-10-16","16 Oct 2001","0.9052","USD","EUR"
"2001-10-17","17 Oct 2001","0.9022","USD","EUR"
"2001-10-18","18 Oct 2001","0.9026","USD","EUR"
"2001-10-19","19 Oct 2001","0.9009","USD","EUR"
"2001-10-22","22 Oct 2001","0.8969","USD","EUR"
"2001-10-23","23 Oct 2001","0.8887","USD","EUR"
"2001-10-24","24 Oct 2001","0.8917","USD","EUR"
"2001-10-25","25 Oct 2001","0.8889","USD","EUR"
"2001-10-26","26 Oct 2001","0.8911","USD","EUR"
"2001-10-29","29 Oct 2001","0.9005","USD","EUR"
"2001-10-30","30 Oct 2001","0.9064","USD","EUR"
"2001-10-31","31 Oct 2001","0.9042","USD","EUR"
"2001-11-01","01 Nov 2001","0.9097","USD","EUR"
"2001-11-02","02 Nov 2001","0.9056","USD","EUR"
"2001-11-05","05 Nov 2001","0.8961","USD","EUR"
"2001-11-06","06 Nov 2001","0.8961","USD","EUR"
"2001-11-07","07 Nov 2001","0.9014","USD","EUR"
"2001-11-08","08 Nov 2001","0.8972","USD","EUR"
"2001-11-09","09 Nov 2001","0.8930","USD","EUR"
"2001-11-12","12 Nov 2001","0.8919","USD","EUR"
"2001-11-13","13 Nov 2001","0.8842","USD","EUR"
"2001-11-14","14 Nov 2001","0.8803","USD","EUR"
"2001-11-15","15 Nov 2001","0.8825","USD","EUR"
"2001-11-16","16 Nov 2001","0.8845","USD","EUR"
"2001-11-19","19 Nov 2001","0.8793","USD","EUR"
"2001-11-20","20 Nov 2001","0.8824","USD","EUR"
"2001-11-21","21 Nov 2001","0.8791","USD","EUR"
"2001-11-22","22 Nov 2001","0.8778","USD","EUR"
"2001-11-23","23 Nov 2001","0.8795","USD","EUR"
"2001-11-26","26 Nov 2001","0.8818","USD","EUR"
"2001-11-27","27 Nov 2001","0.8788","USD","EUR"
"2001-11-28","28 Nov 2001","0.8831","USD","EUR"
"2001-11-29","29 Nov 2001","0.8887","USD","EUR"
"2001-11-30","30 Nov 2001","0.8898","USD","EUR"
"2001-12-03","03 Dec 2001","0.8925","USD","EUR"
"2001-12-04","04 Dec 2001","0.8902","USD","EUR"
"2001-12-05","05 Dec 2001","0.8919","USD","EUR"
"2001-12-06","06 Dec 2001","0.8889","USD","EUR"
"2001-12-07","07 Dec 2001","0.8911","USD","EUR"
"2001-12-10","10 Dec 2001","0.8850","USD","EUR"
"2001-12-11","11 Dec 2001","0.8908","USD","EUR"
"2001-12-12","12 Dec 2001","0.8938","USD","EUR"
"2001-12-13","13 Dec 2001","0.8975","USD","EUR"
"2001-12-14","14 Dec 2001","0.9016","USD","EUR"
"2001-12-17","17 Dec 2001","0.9049","USD","EUR"
"2001-12-18","18 Dec 2001","0.9012","USD","EUR"
"2001-12-19","19 Dec 2001","0.8983","USD","EUR"
"2001-12-20","20 Dec 2001","0.8973","USD","EUR"
"2001-12-21","21 Dec 2001","0.8943","USD","EUR"
"2001-12-24","24 Dec 2001","0.8798","USD","EUR"
"2001-12-25","25 Dec 2001","USD","EUR"
"2001-12-26","26 Dec 2001","USD","EUR"
"2001-12-27","27 Dec 2001","0.8823","USD","EUR"
"2001-12-28","28 Dec 2001","0.8813","USD","EUR"
"2001-12-31","31 Dec 2001","USD","EUR"
"2002-01-01","01 Jan 2002","USD","EUR"
"2002-01-02","02 Jan 2002","0.9038","USD","EUR"
"2002-01-03","03 Jan 2002","0.9036","USD","EUR"
"2002-01-04","04 Jan 2002","0.8954","USD","EUR"
"2002-01-07","07 Jan 2002","0.8905","USD","EUR"
"2002-01-08","08 Jan 2002","0.8909","USD","EUR"
"2002-01-09","09 Jan 2002","0.8921","USD","EUR"
"2002-01-10","10 Jan 2002","0.8909","USD","EUR"
"2002-01-11","11 Jan 2002","0.8919","USD","EUR"
"2002-01-14","14 Jan 2002","0.8927","USD","EUR"
"2002-01-15","15 Jan 2002","0.8922","USD","EUR"
"2002-01-16","16 Jan 2002","0.8817","USD","EUR"
"2002-01-17","17 Jan 2002","0.8819","USD","EUR"
"2002-01-18","18 Jan 2002","0.8810","USD","EUR"
"2002-01-21","21 Jan 2002","0.8840","USD","EUR"
"2002-01-22","22 Jan 2002","0.8830","USD","EUR"
"2002-01-23","23 Jan 2002","0.8856","USD","EUR"
"2002-01-24","24 Jan 2002","0.8767","USD","EUR"
"2002-01-25","25 Jan 2002","0.8663","USD","EUR"
"2002-01-28","28 Jan 2002","0.8578","USD","EUR"
"2002-01-29","29 Jan 2002","0.8624","USD","EUR"
"2002-01-30","30 Jan 2002","0.8642","USD","EUR"
"2002-01-31","31 Jan 2002","0.8637","USD","EUR"
"2002-02-01","01 Feb 2002","0.8632","USD","EUR"
"2002-02-04","04 Feb 2002","0.8644","USD","EUR"
"2002-02-05","05 Feb 2002","0.8683","USD","EUR"
"2002-02-06","06 Feb 2002","0.8664","USD","EUR"
"2002-02-07","07 Feb 2002","0.8664","USD","EUR"
"2002-02-08","08 Feb 2002","0.8740","USD","EUR"
"2002-02-11","11 Feb 2002","0.8794","USD","EUR"
"2002-02-12","12 Feb 2002","0.8753","USD","EUR"
"2002-02-13","13 Feb 2002","0.8731","USD","EUR"
"2002-02-14","14 Feb 2002","0.8693","USD","EUR"
"2002-02-15","15 Feb 2002","0.8705","USD","EUR"
"2002-02-18","18 Feb 2002","0.8715","USD","EUR"
"2002-02-19","19 Feb 2002","0.8692","USD","EUR"
"2002-02-20","20 Feb 2002","0.8743","USD","EUR"
"2002-02-21","21 Feb 2002","0.8701","USD","EUR"
"2002-02-22","22 Feb 2002","0.8747","USD","EUR"
"2002-02-25","25 Feb 2002","0.8724","USD","EUR"
"2002-02-26","26 Feb 2002","0.8682","USD","EUR"
"2002-02-27","27 Feb 2002","0.8649","USD","EUR"
"2002-02-28","28 Feb 2002","0.8651","USD","EUR"
"2002-03-01","01 Mar 2002","0.8679","USD","EUR"
"2002-03-04","04 Mar 2002","0.8649","USD","EUR"
"2002-03-05","05 Mar 2002","0.8682","USD","EUR"
"2002-03-06","06 Mar 2002","0.8712","USD","EUR"
"2002-03-07","07 Mar 2002","0.8764","USD","EUR"
"2002-03-08","08 Mar 2002","0.8797","USD","EUR"
"2002-03-11","11 Mar 2002","0.8741","USD","EUR"
"2002-03-12","12 Mar 2002","0.8733","USD","EUR"
"2002-03-13","13 Mar 2002","0.8734","USD","EUR"
"2002-03-14","14 Mar 2002","0.8803","USD","EUR"
"2002-03-15","15 Mar 2002","0.8853","USD","EUR"
"2002-03-18","18 Mar 2002","0.8792","USD","EUR"
"2002-03-19","19 Mar 2002","0.8829","USD","EUR"
"2002-03-20","20 Mar 2002","0.8814","USD","EUR"
"2002-03-21","21 Mar 2002","0.8817","USD","EUR"
"2002-03-22","22 Mar 2002","0.8795","USD","EUR"
"2002-03-25","25 Mar 2002","0.8759","USD","EUR"
"2002-03-26","26 Mar 2002","0.8737","USD","EUR"
"2002-03-27","27 Mar 2002","0.8746","USD","EUR"
"2002-03-28","28 Mar 2002","0.8724","USD","EUR"
"2002-03-29","29 Mar 2002","USD","EUR"
"2002-04-01","01 Apr 2002","USD","EUR"
"2002-04-02","02 Apr 2002","0.8786","USD","EUR"
"2002-04-03","03 Apr 2002","0.8803","USD","EUR"
"2002-04-04","04 Apr 2002","0.8818","USD","EUR"
"2002-04-05","05 Apr 2002","0.8786","USD","EUR"
"2002-04-08","08 Apr 2002","0.8778","USD","EUR"
"2002-04-09","09 Apr 2002","0.8763","USD","EUR"
"2002-04-10","10 Apr 2002","0.8798","USD","EUR"
"2002-04-11","11 Apr 2002","0.8794","USD","EUR"
"2002-04-12","12 Apr 2002","0.8803","USD","EUR"
"2002-04-15","15 Apr 2002","0.8802","USD","EUR"
"2002-04-16","16 Apr 2002","0.8803","USD","EUR"
"2002-04-17","17 Apr 2002","0.8880","USD","EUR"
"2002-04-18","18 Apr 2002","0.8895","USD","EUR"
"2002-04-19","19 Apr 2002","0.8886","USD","EUR"
"2002-04-22","22 Apr 2002","0.8882","USD","EUR"
"2002-04-23","23 Apr 2002","0.8872","USD","EUR"
"2002-04-24","24 Apr 2002","0.8892","USD","EUR"
"2002-04-25","25 Apr 2002","0.8969","USD","EUR"
"2002-04-26","26 Apr 2002","0.8971","USD","EUR"
"2002-04-29","29 Apr 2002","0.9038","USD","EUR"
"2002-04-30","30 Apr 2002","0.9008","USD","EUR"
"2002-05-01","01 May 2002","USD","EUR"
"2002-05-02","02 May 2002","0.9032","USD","EUR"
"2002-05-03","03 May 2002","0.9083","USD","EUR"
"2002-05-06","06 May 2002","0.9144","USD","EUR"
"2002-05-07","07 May 2002","0.9125","USD","EUR"
"2002-05-08","08 May 2002","0.9088","USD","EUR"
"2002-05-09","09 May 2002","0.9061","USD","EUR"
"2002-05-10","10 May 2002","0.9118","USD","EUR"
"2002-05-13","13 May 2002","0.9118","USD","EUR"
"2002-05-14","14 May 2002","0.9062","USD","EUR"
"2002-05-15","15 May 2002","0.9030","USD","EUR"
"2002-05-16","16 May 2002","0.9124","USD","EUR"
"2002-05-17","17 May 2002","0.9152","USD","EUR"
"2002-05-20","20 May 2002","0.9202","USD","EUR"
"2002-05-21","21 May 2002","0.9213","USD","EUR"
"2002-05-22","22 May 2002","0.9260","USD","EUR"
"2002-05-23","23 May 2002","0.9213","USD","EUR"
"2002-05-24","24 May 2002","0.9188","USD","EUR"
"2002-05-27","27 May 2002","0.9190","USD","EUR"
"2002-05-28","28 May 2002","0.9255","USD","EUR"
"2002-05-29","29 May 2002","0.9320","USD","EUR"
"2002-05-30","30 May 2002","0.9375","USD","EUR"
"2002-05-31","31 May 2002","0.9387","USD","EUR"
"2002-06-03","03 Jun 2002","0.9313","USD","EUR"
"2002-06-04","04 Jun 2002","0.9435","USD","EUR"
"2002-06-05","05 Jun 2002","0.9371","USD","EUR"
"2002-06-06","06 Jun 2002","0.9386","USD","EUR"
"2002-06-07","07 Jun 2002","0.9452","USD","EUR"
"2002-06-10","10 Jun 2002","0.9459","USD","EUR"
"2002-06-11","11 Jun 2002","0.9417","USD","EUR"
"2002-06-12","12 Jun 2002","0.9452","USD","EUR"
"2002-06-13","13 Jun 2002","0.9417","USD","EUR"
"2002-06-14","14 Jun 2002","0.9478","USD","EUR"
"2002-06-17","17 Jun 2002","0.9426","USD","EUR"
"2002-06-18","18 Jun 2002","0.9484","USD","EUR"
"2002-06-19","19 Jun 2002","0.9561","USD","EUR"
"2002-06-20","20 Jun 2002","0.9592","USD","EUR"
"2002-06-21","21 Jun 2002","0.9636","USD","EUR"
"2002-06-24","24 Jun 2002","0.9781","USD","EUR"
"2002-06-25","25 Jun 2002","0.9712","USD","EUR"
"2002-06-26","26 Jun 2002","0.9917","USD","EUR"
"2002-06-27","27 Jun 2002","0.9824","USD","EUR"
"2002-06-28","28 Jun 2002","0.9975","USD","EUR"
"2002-07-01","01 Jul 2002","0.9913","USD","EUR"
"2002-07-02","02 Jul 2002","0.9838","USD","EUR"
"2002-07-03","03 Jul 2002","0.9780","USD","EUR"
"2002-07-04","04 Jul 2002","0.9790","USD","EUR"
"2002-07-05","05 Jul 2002","0.9725","USD","EUR"
"2002-07-08","08 Jul 2002","0.9828","USD","EUR"
"2002-07-09","09 Jul 2002","0.9930","USD","EUR"
"2002-07-10","10 Jul 2002","0.9898","USD","EUR"
"2002-07-11","11 Jul 2002","0.9836","USD","EUR"
"2002-07-12","12 Jul 2002","0.9873","USD","EUR"
"2002-07-15","15 Jul 2002","1.0024","USD","EUR"
"2002-07-16","16 Jul 2002","1.0127","USD","EUR"
"2002-07-17","17 Jul 2002","1.0064","USD","EUR"
"2002-07-18","18 Jul 2002","1.0058","USD","EUR"
"2002-07-19","19 Jul 2002","1.0146","USD","EUR"
"2002-07-22","22 Jul 2002","1.0086","USD","EUR"
"2002-07-23","23 Jul 2002","0.9910","USD","EUR"
"2002-07-24","24 Jul 2002","0.9915","USD","EUR"
"2002-07-25","25 Jul 2002","1.0014","USD","EUR"
"2002-07-26","26 Jul 2002","1.0008","USD","EUR"
"2002-07-29","29 Jul 2002","0.9821","USD","EUR"
"2002-07-30","30 Jul 2002","0.9835","USD","EUR"
"2002-07-31","31 Jul 2002","0.9783","USD","EUR"
"2002-08-01","01 Aug 2002","0.9760","USD","EUR"
"2002-08-02","02 Aug 2002","0.9873","USD","EUR"
"2002-08-05","05 Aug 2002","0.9836","USD","EUR"
"2002-08-06","06 Aug 2002","0.9689","USD","EUR"
"2002-08-07","07 Aug 2002","0.9698","USD","EUR"
"2002-08-08","08 Aug 2002","0.9687","USD","EUR"
